chunk_id,doc_id,domain,chunk_index,estimated_tokens,chunk_text
LC00249,LEGAL_DOC_025,legal,0,101,"""The following acts constitute Class D breaches.<omitted>10.4.11 In consideration of the fact that Party B may have access to the relevant trade secrets of Didi during the cooperation, Party B or Party B's any affiliate cooperates with any entity competitive with Didi (including but not limited to Meituan, CAR, Yongche, izu, Caocao, Dida) in any form without prior written notice to and confirmation by Didi; 10.4.12 Party B introduces the entities competitive with Didi (including but not limited to Meituan, CAR, Yongche, izu, Caocao, Dida) to Driver Users, and induces Driver Users to conduct activities directly competing or conflicting with Didi;"""
LC00250,LEGAL_DOC_025,legal,0,115,"With respect to any [***],<omitted>(ii) the per unit pricing charged by BLI to Ginkgo at any time shall be no greater than the lowest of the (A) lowest price per unit charged by BLI or its Affiliates to any similarly situated Third Party customer (i.e. taking into account [***]) for such unit at any time in the [***] ([***]) months prior to the delivery of the applicable Purchase Order by Ginkgo or (B) the then- current List Price; provided, however, that in no event shall BLI be required to charge a price less than the cost of goods sold for such unit, as determined in accordance with United States generally accepted accounting principles, consistently applied."
LC00251,LEGAL_DOC_026,legal,0,187,"""During the Term and for a period of [***] ([***]) months following the Term of this Agreement, other than pursuant to Sections 13.3.2 (Effects of Termination Based Upon Ginkgo's Buy-Down Election) or 13.3.3 (Effects of Termination Based Upon an Uncured Ginkgo Breach, Insolvency or Force Majeure Event), BLI shall not, and shall cause its Affiliates not to, directly or indirectly, itself or with or through a Third Party, develop, configure, customize, license, sell, provide or otherwise give access to the Beacon Platform or any [***] to, [***] or its Affiliates for any use; provided that this restriction shall terminate as set forth in Section 13.3 (Effects of Expiration or Termination) or if Ginkgo has not satisfied its Minimum Cumulative Purchase Commitments (as such may be adjusted under this Agreement) for a full Contract Year, including [***] as permitted under Section 7.2.2(a) (Minimum Cumulative Purchase Commitments) or Section 7.2.2(b)(iii) (Development Purchase Commitments); provided that BLI will provide written notice to Ginkgo within [***] ([***]) days of the end of any Contract Year with respect to which BLI believes that Ginkgo has not satisfied its Minimum Cumulative Purchase Commitment."""
LC00252,LEGAL_DOC_026,legal,0,203,"In the event that a Party solicits and then hires an employee of the other Party in violation of this Section 14.4 (Non-Solicit), the hiring Party shall, [***], within [***] ([***]) days of such hire, pay the other Party an amount equal to the [***] cash compensation actually paid to the individual<omitted>([***]) by the non-hiring Party in the immediately prior calendar year and, further, if the individual solicited and then hired in violation of this is a Key Person under Section 5.4.1(b) (Dedicated FTEs; Key Persons), then BLI shall have [***] ([***]) months to identify an employee as the individual to replace such Key Person and any (a) [***] or (b) [***], in each case (a)-(b), to the extent due to the absence of such Key Person performing a Workflow Development Plan upon which the Key Person was engaged, shall be deemed waived for that [***] month period.', 'Neither Party will, [***], directly or indirectly with or through any Person, solicit for employment any Person who is an employee of the other Party; provided, however, that general solicitation of the public for employment shall not constitute a solicitation hereunder so long as such general solicitation is not designed to target any such Person."
LC00253,LEGAL_DOC_026,legal,0,303,"If THI does not make the obligatory payments as stated in 2(b) by the dates stated, the Exclusive License will revert back to Premier.', 'The licenses granted herein are exclusive worldwide licenses to:   1.         make, have made, use, lease, sell and import Licensed Products for the legal purposes of researching, developing, manufacturing, assembling, distributing, and selling the Licensed Products;   2.         make, have made, use and import machines, tools, materials and other instrumentalities, insofar as such machines, tools, materials and other instrumentalities are involved in or incidental to the research, development, manufacture, testing or repair of Licensed Products which are or have been made, used, leased, owned, sold or imported by the Licensee; and   3.         convey to any customer of the Licensee, with respect to any Licensed Product which is sold or leased to such customer, rights to use and resell such Licensed Product as sold or leased by Licensee (whether or not as part of a larger combination); provided, however, that no rights may be conveyed to customers with respect to any Invention which is directed to (i) a combination of such Licensed Product (as sold or leased) with any other product, (ii) a method or process which is other than the inherent use of such Licensed Product itself (as sold or leased), or (iii) a method or process involving the use of a Licensed Product to manufacture (including associated testing) any other product.', 'If THI does not make the obligatory payments as stated in 3(a) by the dates stated, the Exclusive License will revert back to Premier, provided, however, that in such event, THI would still be entitled to a proportionate interest in any Covid-19 Licensed Products, such portion being equal to a fraction, the numerator of which shall be the actual amount paid and the denominator of which shall be $2,000,000."
LC00254,LEGAL_DOC_026,legal,0,44,"""The Company acknowledges that Nantz Communications' and      Nantz's obligations to CBS or any other television station or network with      which Nantz Communications or Nantz has a contract or arrangement shall      take precedence over any other commitments of Nantz Communications or Nantz      under this Agreement."""
LC00255,LEGAL_DOC_026,legal,0,124,"""Except as otherwise provided herein, and subject to the      Restrictions, Nantz Communications agrees that such Products may      prominently bear the Company's logo and shall not bear any other logos."", ""During the Term, neither Nantz Communications nor Nantz shall enter into\n\n\n\n\n\nany activity, employment, independent contract, or other business arrangement which conflicts with Nantz Communications' or Nantz's obligations under this Agreement or perform any service which reasonably appears to be an endorsement of the sportswear apparel, hats and shoes of a third party without the Company's prior written approval."", 'Nantz Communications and Nantz expressly agree that the Endorsement will not be granted to anyone other than the Company for use during the Term in connection with the advertisement and promotion of sportswear apparel, hats and shoes."
LC00256,LEGAL_DOC_026,legal,0,136,"In consideration of the fees paid by Sponsor as set out herein, Charity Tunes agrees that during the period beginning October  1, 2009 and ending March 31, 2010, Charity Tunes shall not enable another program sponsorship for all competitive  products/product categories distributed/sold within the total Canadian consumer/retail/wholesale market place, inclusive of:     - Total Frozen Handhelds     - Total Corporation General Mills Handhelds     - Total Pizza Pops Handhelds / total Pillsbury Mini Pizzas     - Total Corporation McCain Foods Handhelds     - Total Pizza Pockets / total McCain Mini Pizzas     - Total Corporation Heinz Handhelds     - Total Heinz Hot bites (Bagel Bites and Taco Bites) / total Anchor Poppers     - Total Corporation Schneider Foods Handhelds     - Total Hot Stuffs / total Lean Stuffs     - Total Resers Burritos     - Total Corp les Plats du Chef Handhelds     - Total Hinsdale Farms Corndogs"
LC00257,LEGAL_DOC_026,legal,0,55,"PageMaster Corporation shall not engage in the same or similar                promotion with any other On-Line Casinos from June 1, 1999                through June 1, 2000.', 'Go Call shall not engage in the same or similar promotions during                the Term of this Agreement with any other entity providing paging                services, equipment or other related products and services."
LC00258,LEGAL_DOC_026,legal,0,189,"Each member of the ValueAct Group agrees that, during the Covered Period, (unless specifically requested in writing by the Company, acting through a resolution of a majority of the Company\'s directors not including the ValueAct Designee), it shall not, and shall cause each of its Affiliates or Associates (as such terms are defined in Rule 12b-2 promulgated by the SEC under the Exchange Act) (collectively and individually, the ""ValueAct Affiliates,"" provided that no portfolio company of the ValueAct Group shall be deemed a ""ValueAct Affiliate"" so long as such portfolio company (A) has not discussed any of the actions set forth in this subsection (a) with the ValueAct Group or the ValueAct Designee, (B) has not received from the ValueAct Group or the ValueAct Designee information concerning the Company or its business, and (C) is not acting at the request of, in coordination with or on behalf of the ValueAct Group or the ValueAct Designee), not to, directly or indirectly, in any manner, alone or in concert with others:<omitted>(ix) disparage or cause to be disparaged the Company or Affiliates thereof, any of its current or former officers, or directors;"
LC00259,LEGAL_DOC_026,legal,0,73,"""Subject to XENCOR's adherence to the obligations under this Agreement, BII hereby grants XENCOR a worldwide, irrevocable, exclusive, sublicensable and royalty free license to use the Process and all reasonably necessary related BII Confidential Information and Know- How, BII Technology and BII Intellectual Property for the sole purpose of making and having made the Product; provided that such license shall become effective only upon complete payment of the Technology Access Fee, as applicable."""
LC00260,LEGAL_DOC_026,legal,0,58,"During the Term, neither Company nor any of its Affiliates (including, for the avoidance of doubt, any Third Party that becomes an Affiliate of Company after the Effective Date) shall, alone or in collaboration with any Third Party, market, promote, sell, distribute or otherwise commercialize in the Territory any Competing Product without the prior written consent of Janssen."
LC00261,LEGAL_DOC_027,legal,0,218,"During the Term, Janssen shall not directly or indirectly solicit for employment any Sales Representative who is an employee of Company, and Company shall not directly or indirectly solicit for employment any employee of Janssen with whom Company has had contact in the course of the evaluation or negotiation of this Agreement or with whom Company interacts during the Term; provided, however, that the foregoing provision will not prohibit either Party from (a) conducting general solicitations of employment in publications (including but not limited to websites, newspapers and/or journals) available to the public, or solicitations through the use of search firms, and which, in any case, are not directed\n\n\n\n\n\nspecifically toward such employees of the other Party or (b) any contact with any such employee of the other Party (i) that was initiated by such employee without any solicitation prior thereto by the contacting Party (other than solicitation permitted by clause (a) of this sentence) or (ii) with whom the contacting Party is already in employment discussions as of the Effective Date, or (iii) by any person other than (A) one who was introduced to, or became aware of, the relevant employee of the other Party solely in connection with this Agreement, and (B) one who is acting at the direction or suggestion of a person described in (A)."
LC00262,LEGAL_DOC_027,legal,0,40,The grant of licenses to any third parties shall be the prerogative of the Board provided that no such license shall be granted at terms more favorable to the third party than were offered to the member(s) of such Party.
LC00263,LEGAL_DOC_027,legal,0,186,"After the Effective Date and as long as Igene and T&L continue to own an interest in the Operating Company, neither of the Parties shall, or shall cause or permit any of their Affiliates to, directly or indirectly, as stockholders, consultants, members, partners or in any other capacity, engage in any enterprise or business anywhere in the world, which (a) manufactures Astaxanthin or (b) develops, markets, or sells products falling within the Field of Agreement.', 'In the event that either (x) one Party shall transfer its entire interest in the Operating Company as permitted pursuant to this Agreement and the Operating Company shall remain a going concern after the closing of such transfer or (y) both Parties sell their interest in the Operating Company as permitted pursuant to this Agreement and the Operating Company shall remain a going concern after the closing of such transfer, then any Party which\n\n\n\n\n\nceases to own an interest in the Operating Company as a result of such transfer shall remain subject to the terms of this Article 7.2 for a period of ten (10) years after the date of such transfer."
LC00264,LEGAL_DOC_027,legal,0,162,"If the Board elects to pursue such Neutraceutical Opportunity, the Operating Company then shall have exclusive rights to exploit such Neutraceutical Opportunity, but solely with respect to use of Astaxanthin as a Neutraceutical, and, subject to Article 8.1, the Party (or its Affiliate) that has developed, discovered or acquired such opportunity, product or process will, however, be entitled to exploit such opportunity, product or process for application outside of use of Astaxanthin as a Neutraceutical.', 'If, after the date of this Agreement and continuing as long as either Party is a partner, member, or shareholder of the Operating Company, such Party or any of its Affiliates receives or discovers any opportunity within the Field of Agreement, including without limitation developing or completing the development of, or discovering, or acquiring proprietary rights over, a product or process that falls within the Field of Agreement, the Operating Company then shall have exclusive rights to exploit such opportunity, but only within the Field of Agreement."
LC00265,LEGAL_DOC_027,legal,0,46,"No Participant will engage in any business, venture or transaction, whether directly or indirectly, that might be competitive with the business of the Joint Venture or that would be in direct conflict of<omitted>interest to the Joint Venture without the unanimous written consent of the remaining Participants."
LC00266,LEGAL_DOC_027,legal,0,83,"""During the Term, CNET will not enter into more than      two other agreements under which CNET receives consideration from a      Competing Computer Products Retailer for displaying permanent links to or      other fixed promotions for such Competing Computer Products Retailer on any      CNET Site; provided that the foregoing will not restrict the display of(a)      standard advertisements for any Competing Computer Products Retailer or its      products or (b) any promotions within COMPUTERS.COM or within CNET's Snap!      Online service (which are expressly excluded from this provision)."""
LC00267,LEGAL_DOC_027,legal,0,47,"Except as expressly contemplated by this Agreement (including Article XIII hereof) and subject to Section 13.1 hereof, King shall not promote, market or distribute any product containing metformin hydrochloride as the sole active ingredient in the Territory during the Term of this Agreement, other than the Product."
LC00268,LEGAL_DOC_027,legal,0,70,"Depomed agrees to grant and hereby grants to King an exclusive option (exercisable at King\'s sole discretion by providing written notice of intent at any time, but in no event later than 180 days after the Effective Date) to obtain an exclusive license in the Territory to certain of Depomed\'s proprietary drug delivery technology in combination with both metformin hydrochloride and any other active pharmaceutical ingredients (a ""Combination Product License"")."
LC00269,LEGAL_DOC_027,legal,0,1128,"""Accordingly, (i) with respect to RemainCo's right and interest in and to the Shared Library Materials, RemainCo, for itself and as representative of all other members of the RemainCo Group, hereby grants to SpinCo (x) a perpetual (subject to Section 4.4), irrevocable, exclusive, royalty-free, worldwide right and license with the right to grant sublicenses (solely as set forth in Section 5.6) to use the Shared Library Materials, including all Know-How and Copyrights embodied therein, for any purpose in the SpinCo Core Field and (y) a perpetual (subject to Section 4.4), irrevocable, non-exclusive, royalty-free, worldwide right and license with the right to grant sublicenses (solely as set forth in Section 5.6) to use the Shared Library Materials, including all Know-How and Copyrights embodied therein, for any purpose in any field other than the RemainCo Core Field or the SpinCo Core Field and (ii) with respect to SpinCo's right and interest in and to the Shared Library Materials, SpinCo, for itself and as representative of all other members of the SpinCo Group, hereby grants to RemainCo (x) a perpetual (subject to Section 4.4), irrevocable, exclusive, royalty-free, worldwide right and license with the right to grant sublicenses (solely as set forth in Section 5.6) to use the Shared Library Materials, including all Know-How and Copyrights embodied therein, for any purpose in the RemainCo Core Field and (y) a perpetual (subject to Section 4.4), irrevocable, non- exclusive, royalty-free, worldwide right and license with the right to grant sublicenses (solely as set forth in Section 5.6) to use the Shared Library Materials, including all Know-How and Copyrights embodied therein, for any purpose in any field other than the SpinCo Core Field or the RemainCo Core Field."", ""Accordingly, (i) with respect to RemainCo's right and interest in and to the Foundational Software, RemainCo, for itself and as representative of all other members of the RemainCo Group, hereby grants to SpinCo (x) a perpetual, irrevocable, exclusive, royalty-free, worldwide right and license to use the Foundational Software, including any Intellectual Property embodied therein, for the continued operation of the SpinCo Business and any future extensions of the SpinCo Business in the SpinCo Core Field and (y) a perpetual, irrevocable, non-exclusive, royalty-free, worldwide right and license to use the Foundational Software, including any Intellectual Property embodied therein, for the continued operation of the SpinCo Business and any future extensions of the SpinCo Business in any field other than the SpinCo Core Field or the RemainCo Core Field; and (ii) with respect to SpinCo's right and interest in and to the Foundational Software, SpinCo, for itself and as representative of all other members<omitted>of the SpinCo Group, hereby grants to RemainCo (x) a perpetual, irrevocable, exclusive, royalty-free, worldwide right and license to use the Foundational Software, including any Intellectual Property embodied therein, for the continued operation of the RemainCo Business and any future extensions of the RemainCo Business in the RemainCo Core Field and (y) a perpetual, irrevocable, non-exclusive, royalty-free, worldwide right and license to use the Foundational Software, including any Intellectual Property embodied therein, for the continued operation of the RemainCo Business and any future extensions of the RemainCo Business in any field other than the SpinCo Core Field or the RemainCo Core Field. The foregoing licenses includes the right to reproduce, prepare derivative works, distribute, perform and otherwise exploit such Foundational Software and to use the Foundational Software to design, develop, manufacture, have manufactured, sell and support products and services."", 'SpinCo shall have the sole right to use the title Steam/its generation and use to publish future editions of the Steam Book.', 'SpinCo, for itself and as representative of all other members of the SpinCo Group, hereby grants to RemainCo (x) a perpetual, irrevocable, exclusive, royalty-free, worldwide right and license with the right to grant sublicenses (solely as set forth in Section 5.6) to use the SpinCo Know- How currently or previously used in connection with the RemainCo Business or otherwise in the possession of RemainCo or any member of the RemainCo Group as of Distribution Date (the ""Licensed SpinCo Know-How""), for the continued operation of the RemainCo Business and any future extensions of the RemainCo Business in the RemainCo Core Field and (y) a perpetual, irrevocable, non-exclusive, royalty-free, worldwide right and license with the right to grant sublicenses (solely as set forth in Section 5.6) to use the Licensed SpinCo Know-How for the continued operation of the RemainCo Business and any future extensions of the RemainCo Business in any field other than the RemainCo Core Field or the SpinCo Core Field; provided, however, the foregoing licenses shall not extend to (i) SpinCo Know-How<omitted>licensed by SpinCo or any other member of the SpinCo Group if and to the extent the licensing of same to RemainCo would constitute a breach of an agreement with any Third Party executed prior to the Effective Date or result in any expense to SpinCo or any member of the SpinCo Group for payments to such Third Party or (ii) any intellectual property not owned by one or more members of the SpinCo Group, or as to which no member of the SpinCo Group has the right to grant sublicenses, as of the Effective Date.', 'RemainCo, for itself and as representative of all other members of the RemainCo Group, hereby grants to SpinCo (x) a perpetual, irrevocable, exclusive, royalty-free, worldwide right and license with the right to grant sublicenses (solely as set forth in Section 5.6) to use the RemainCo Know-How currently or previously used in connection with the SpinCo Business or otherwise in the possession of SpinCo or any member of the SpinCo Group as of the Distribution Date (the ""Licensed RemainCo Know-How""), for the continued operation of the SpinCo Business and any future extensions of the SpinCo Business in the SpinCo Core Field and (y) a perpetual, irrevocable, non-exclusive, royalty-free, worldwide right and license with the right to grant sublicenses (solely as set forth in Section 5.6) to use the Licensed RemainCo Know-How for the continued operation of the SpinCo Business and any future extensions of the SpinCo Business in any field other than the RemainCo Core Field or the SpinCo Core Field; provided, however, the foregoing licenses shall not extend to (i) RemainCo Know-How licensed by RemainCo or any other member of the RemainCo Group if and to the extent the licensing of same to SpinCo would constitute a breach of an agreement with any Third Party executed prior to the Effective Date or result in any expense to RemainCo or any member of the RemainCo Group for payments to such Third Party or (ii) any intellectual property not owned by one or more members of the RemainCo Group, or as to which no member of the RemainCo Group has the right to grant sublicenses, as of the Effective Date."
LC00270,LEGAL_DOC_027,legal,0,117,"In consideration for such training, trade secrets and confidential information, you and your principals agree that during the term of this Agreement, and for a continuous uninterrupted period commencing upon expiration or termination of this Agreement, regardless of the cause for termination, and continuing for a period of three (3) years thereafter, neither you nor your principals shall, directly or indirectly, for themselves, or through, on behalf of, or in conjunction with any person, persons, partnership, limited liability company or corporation:<omitted>7.1.3 Own, maintain, operate, engage in, or have any interest in any business which is the same as or similar to the Franchised Business, or any other business which performs any type of child tutoring services, anywhere."
LC00271,LEGAL_DOC_028,legal,0,147,"We will not grant other franchises nor establish our own Unit Franchises within the Master Territory during the term of this Agreement unless you do not meet the Minimum Development Quota.', 'In order to keep your exclusivity, you agree to purchase a minimum of the following:   $170,000.00 of soup from us in 2015 $1,600,00.00 of soup from us in 2016 $3,200,000.00 of soup from us in 2017 $5,000,000.00 of soup from us in 2018 and shall increase 10% each year thereafter.', 'We grant to you, upon the terms and conditions contained in this Agreement, the exclusive right to establish and operate a Franchised Business and a license to use the methods, procedures and products developed by us in the business of selling and servicing Unit Franchises in the territory described on Attachment A attached to this Agreement and incorporated into this Agreement by reference (the ""Master Territory"")."
LC00272,LEGAL_DOC_028,legal,0,131,"In consideration for such training, trade secrets and confidential information, you and your principals agree that during the term of this Agreement, and for a continuous uninterrupted period commencing upon expiration or termination of this Agreement, regardless of the cause for termination, and continuing for a period of three (3) years thereafter, neither you nor your principals shall, directly or indirectly, for themselves, or through, on behalf of, or in conjunction with any person, persons, partnership, limited liability company or corporation:   7.1.1 Divert or attempt to divert any business or customer of the Franchised Business or any Unit Franchisee anywhere, by direct or indirect inducement or otherwise, or do or perform, directly or indirectly, any other act injurious or prejudicial to the goodwill associated with our Proprietary Marks or the System."
LC00273,LEGAL_DOC_028,legal,0,126,"In consideration for such training, trade secrets and confidential information, you and your principals agree that during the term of this Agreement, and for a continuous uninterrupted period commencing upon expiration or termination of this Agreement, regardless of the cause for termination, and continuing for a period of three (3) years thereafter, neither you nor your principals shall, directly or indirectly, for themselves, or through, on behalf of, or in conjunction with any person, persons, partnership, limited liability company or corporation:<omitted>7.1.2 Employ or seek to employ any person who is at that time employed by us or by any other master franchisee or unit franchisee in the System, or otherwise directly or indirectly induce such person to leave his or her employment without our written consent."
LC00274,LEGAL_DOC_028,legal,0,131,"In consideration for such training, trade secrets and confidential information, you and your principals agree that during the term of this Agreement, and for a continuous uninterrupted period commencing upon expiration or termination of this Agreement, regardless of the cause for termination, and continuing for a period of three (3) years thereafter, neither you nor your principals shall, directly or indirectly, for themselves, or through, on behalf of, or in conjunction with any person, persons, partnership, limited liability company or corporation:   7.1.1 Divert or attempt to divert any business or customer of the Franchised Business or any Unit Franchisee anywhere, by direct or indirect inducement or otherwise, or do or perform, directly or indirectly, any other act injurious or prejudicial to the goodwill associated with our Proprietary Marks or the System."
LC00275,LEGAL_DOC_028,legal,0,98,"Western Copper covenants and agrees with Glamis that, for a period of 2 years after the Effective Date, it will not, directly or indirectly, either individually or in partnership or  jointly or in conjunction with any Person, which will include being a principal, agent,  shareholder, or advisor of such Person or in any other manner whatsoever,\n\n(a) carry on or be engaged in Mining Activities, or<omitted>(b) advise, lend money to, guarantee the debts or obligations of or permit its name to  be used by any Person who carries on or is engaged in Mining Activities,\n\nin the Area of Non-Competition."
LC00276,LEGAL_DOC_028,legal,0,163,"""Subject to the terms of this Agreement, including without limitation Section 2.2, Theravance grants to GSK an exclusive license in the Field under the Theravance Patents, Theravance Know-How and Theravance's rights in the Joint Inventions to make and have made API Compound or formulated Collaboration Product in the Territory."", ""Subject to the terms of this Agreement, including without limitation Section 2.2, Theravance grants to GSK, and GSK accepts, an exclusive (except as to Theravance and its Affiliates) license in the Field under the Theravance Patents, Theravance Know-How and Theravance's rights in the Joint Inventions to make, have made, use and Develop Collaboration Products for Commercialization in the Territory."", ""Subject to the terms of this Agreement, including without limitation Section 2.2, Theravance hereby grants to GSK, and GSK accepts, an exclusive license in the Field under the Theravance Patents, Theravance Know-How and Theravance's rights in the Joint Inventions to make, have made use, sell, offer for sale and import Collaboration Products in the Territory."""
LC00277,LEGAL_DOC_028,legal,0,121,"FMI agrees that the pricing terms for Products and Services provided by FMI to Roche herein, and services provided under the Molecular Information Platform Program, are, and will be, at least as favorable as the pricing terms granted by FMI to any existing customer or collaborator for such (or substantially similar) products or services.', 'If FMI enters into any subsequent agreement with another customer or collaborator which provides for pricing terms for substantially the same product or services at substantially the same (or a lesser) scale, which pricing terms are more favorable than those contained herein, then FMI shall notify Roche and Roche will have the right to modify this agreement to provide Roche with those more favorable pricing terms. […***…]."
LC00278,LEGAL_DOC_028,legal,0,245,"FMI hereby grants to Roche (i) an exclusive, royalty-free, sublicensable, worldwide and perpetual license to any intellectual property rights arising from the ctDNA Development Platform Program that are necessary for Roche to develop, make, have made, use, offer for sale, sell, import and commercialize Roche products other than diagnostic products (including the use, formulation, methods of treatment, clinical data or other data, information or results relating to the Roche therapeutic product) solely for use in connection with such activities and such Roche products and (ii) a non-exclusive, royalty-free, worldwide and perpetual license, with the right to grant sublicenses solely to Roche Affiliates, to any intellectual property rights arising from the ctDNA Development Platform Program, for internal research purposes.', 'Except for Excepted Activities, for the lesser of (i) […***…] after the Effective Date or (ii) […***…] (the ""Immunotherapy Exclusivity Period""), FMI will work exclusively with Roche with respect to […***…]. Except with regard to Excepted Activities, FMI will not (i) work directly or indirectly with any Third Party in the field of […***…], (ii) use for the benefit of any Third Party the […***…] or (iii) transfer to or otherwise enable any Third Party to make use of any data, technology or results from the Immunotherapy Testing Platform Development Program for […***…].', 'Following the Immunotherapy Exclusivity Period, FMI shall have the right to work with Third Parties in the field of cancer immunotherapy, and to otherwise commercialize the Immuno-Biomarker Discovery Platform, subject to the Related Agreements."
LC00279,LEGAL_DOC_028,legal,0,56,"Party B and its Affiliates guarantee that following the Effective Date of this Contract, it will not further transfer to any Third Party: i) the proprietary technology for production of Powder (as defined below) to be made into Batteries (as defined below) or ii) the proprietary technology for production of Batteries that use the Bellcore configuration."
LC00280,LEGAL_DOC_028,legal,0,138,"Gulf Oil and Gulf India each agree during the Non-Compete Period not to acquire, directly or indirectly, control of any businesses involved in, or otherwise competing with, the business of the Combined Business from any entity on Schedule 1 hereto.', 'Each Seller agrees that for a period commencing on the Effective Date and ending two years after the Closing Date (the ""Non- Compete Period""), it shall not, other than solely through its direct or indirect ownership of Buyer\'s capital stock or any other interests in Buyer, directly, or indirectly, including through or on behalf of a subsidiary, anywhere in the world, excluding India: (i) own, manage, operate or control any business which competes with any Combined Business or (ii) be or become a shareholder, partner, member or owner of any Person who is engaged in any Combined Business;"
LC00281,LEGAL_DOC_029,legal,0,179,"Notwithstanding the above, Sellers shall not be restricted from (1) soliciting for employment or hiring former employees of Buyer or the Company (including their respective subsidiaries) whose employment was terminated by Buyer or the Company (including their respective subsidiaries) at least six months prior to such initial solicitation by such Seller or (2) soliciting employees of the Combined Business by means of a general solicitation through a public medium or general or mass mailing that is not specifically targeted at employees or former<omitted>employees of the Combined Business; provided, however, that this clause (2) shall not permit any Seller to hire any such employees during the Non-Solicit Period.', 'Each Seller agrees that for a period commencing on the Effective Date and ending three years after the Closing Date (the ""Non-Solicit Period""), each Seller shall not, directly or indirectly: (i) induce, solicit, recruit or attempt to persuade any employee of the Combined Business to terminate his or her employment with the Buyer or any of its subsidiaries, or (ii) solicit the employment of any of the employees of the Combined Business."
LC00282,LEGAL_DOC_029,legal,0,19,Moelis Holdings agrees not to open an office in Japan conducting Covered Businesses during the term of this Agreement.
LC00283,LEGAL_DOC_029,legal,0,56,"Each of SMBC/Nikko and Moelis Holdings agrees, during the term of this Agreement (except pursuant to this Agreement) and for a period of 12 months thereafter, not to solicit any Client Introduced by the other party in connection with an assignment on Covered<omitted>Businesses involving Japanese Companies where all principal parties involved are located within Covered Regions"
LC00284,LEGAL_DOC_029,legal,0,64,"Each of SMBC/Nikko and Moelis Holdings agrees not to solicit or hire any employee of the other party during the term of this Agreement and for a period of 12 months thereafter; provided, however, that the foregoing restriction shall not apply to general solicitations to the public that are not specifically directed to employees of other party (or employment of applicants to such solicitations)."
LC00285,LEGAL_DOC_029,legal,0,232,"""DIALOG will have the right to terminate this Agreement immediately upon the issuance of written notice to ENERGOUS (A) if ENERGOUS undergoes a Change of Control involving a competitor of DIALOG, or (B) if ENERGOUS acquires, whether directly through a sale of assets or through a Change of Control transaction, any competitor of DIALOG (as reasonably determined by DIALOG). ENERGOUS will provide DIALOG with notice of any such Change of Control or acquisition within [***] after the closing thereof and DIALOG's right to terminate the Agreement will expire [***] after receipt of such notice."", 'ENERGOUS will have the right to terminate this Agreement, upon not less than [***] prior written notice to DIALOG, in the event that, following termination by the [***] of its agreement with ENERGOUS, DIALOG participates in or indicates its intention to participate in the development, design or manufacture of products incorporating Uncoupled Power Transfer Technology not provided by ENERGOUS to [***].', ""Until expiration or earlier termination of the Agreement, DIALOG agrees that it and its Affiliates will not, without ENERGOUS' written approval, intentionally sell, distribute or work with any third party to develop products incorporating any Uncoupled Power Transfer Technology other than Licensed Products; provided, however, that DIALOG shall not be under any such restrictions in relation to services or products it provides to the Key Customer in the event the Key Customer terminates its agreement with ENERGOUS."""
LC00286,LEGAL_DOC_029,legal,0,108,"Subject to paragraph (b) of this Section 2.5, ENERGOUS will not, and will not enable any Semiconductor Supplier, to manufacture, have manufactured, offer for sale, sell, import or export the Products or Product Die in commercial volumes, except a Semiconductor Supplier to the Key Customer for use in the Excluded Applications.', 'If DIALOG decides to discontinue Sales of any Product, it will notify ENERGOUS at least [***] prior to such discontinuance, and following such notification, the exclusivity rights, if any, associated with that Product will cease; provided, however, this provision will not apply in the event that DIALOG continues Sales of Product Updates, repackaged Product Dies or MCMs."
LC00287,LEGAL_DOC_029,legal,0,23,"For clarity, ENERGOUS shall not intentionally supply Products, Product Die or comparable products or product die to customers directly or through distribution channels."
LC00288,LEGAL_DOC_029,legal,0,141,"During the Term and for a [***], neither party will without the written consent of the other party (which may be granted or denied in its sole discretion) (a) directly or indirectly recruit or solicit for employment or for the provision of services any employee of the other party, (b) otherwise solicit, induce or influence any employee to leave their employment with the other party, or (c) attempt to do any of the foregoing; provided, however, that the foregoing will not apply to (y) any employee of the other party that responds to a public advertisement of employment opportunities or (z) any employee that was terminated without cause by the other party. ENERGOUS and DIALOG acknowledge and agree that the covenants in this Section 18 are reasonable and necessary to protect each of their trade secrets, Confidential Information and stable workforces."
LC00289,LEGAL_DOC_029,legal,0,102,Kiromic is committed to sharing patents and know-how in relation to the following products which will be licensed to the JV exclusively for the application in the specific and limited field of sars-cov-2 threat and relative disease COVID-19: (i) VAPAs-Viral Antigen Proteins Associated © (Kiromic-2020) derived from Diamonds AI - Artificial Intelligence Platform for Discovery and Prediction Antigen Protein (ii) Platform of DC Vaccines (dendritic cell vaccine) - for therapeutic purposes - nominated BSK 01; (iii) Oral Delivery Platform for Prophylactic Vaccine - accompanying immuno-boosting therapy - therapeutic vaccine administration - nominated BSK02 (iv) Other patents eventually applicable in the specific field.
LC00290,LEGAL_DOC_029,legal,0,115,"MINDA/MIL, since it will have access to the Technical Know-How which it would not have had otherwise, expressly agree that:\n\n\n\n(a)   during the term of the Agreement, and thereafter for a period of five (5) years after the termination of the Agreement (such termination being termination by IMPCO due to default by MINDA/MIL), MIL/MINDA shall not, directly or indirectly, either alone or collectively or through any of its associates, affiliates, including subsidiaries or any entity owned or controlled by it enter into another joint venture agreement or marketing/distribution agreement with any company or persons in respect   15\n\n\n\n\n\n  of the marketing and sale of goods similar to the Products in the Territory. by using the Technical Know-How"
